currentRank,__typename,node.episodes.episodes.total,node.episodes.episodes.__typename,node.episodes.__typename,node.id,node.titleText.text,node.titleText.__typename,node.titleType.id,node.titleType.text,node.titleType.canHaveEpisodes,node.titleType.displayableProperty.value.plainText,node.titleType.displayableProperty.value.__typename,node.titleType.displayableProperty.__typename,node.titleType.__typename,node.originalTitleText.text,node.originalTitleText.__typename,node.primaryImage.id,node.primaryImage.width,node.primaryImage.height,node.primaryImage.url,node.primaryImage.caption.plainText,node.primaryImage.caption.__typename,node.primaryImage.__typename,node.releaseYear.year,node.releaseYear.endYear,node.releaseYear.__typename,node.ratingsSummary.aggregateRating,node.ratingsSummary.voteCount,node.ratingsSummary.__typename,node.runtime.seconds,node.runtime.__typename,node.certificate.rating,node.certificate.__typename,node.canRate.isRatable,node.canRate.__typename,node.titleGenres.genres,node.titleGenres.__typename,node.canHaveEpisodes,node.plot.plotText.plainText,node.plot.plotText.__typename,node.plot.__typename,node.latestTrailer.id,node.latestTrailer.__typename,node.series,node.releaseDate.day,node.releaseDate.month,node.releaseDate.year,node.releaseDate.__typename,node.productionStatus.currentProductionStage.id,node.productionStatus.currentProductionStage.text,node.productionStatus.currentProductionStage.__typename,node.productionStatus.__typename,node.__typename,node.latestTrailer,node.certificate,node.runtime
203,ChartTitleEdge,12,EpisodeConnection,Episodes,tt0129690,I'm Alan Partridge,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,I'm Alan Partridge,TitleText,rm3224512001,1000,1500,https://m.media-amazon.com/images/M/MV5BYTBlYWQyZjEtODk2OC00Y2NlLTllMWUtMTI2OWYyZWU5OWI1XkEyXkFqcGc@._V1_.jpg,Steve Coogan in I'm Alan Partridge (1997),Markdown,Image,1997,2002.0,YearRange,8.6,23002,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A failed television presenter, now presenting a programme on local desperately tries to revive his broadcasting career.",Markdown,Plot,,,,3.0,11.0,1997,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
204,ChartTitleEdge,20,EpisodeConnection,Episodes,tt4082744,Detectorists,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Detectorists,TitleText,rm71950336,1200,1800,https://m.media-amazon.com/images/M/MV5BNGRjYzhmOTgtMDNlNy00YjJlLWI1MDAtMjAyMDRlMjE5OGNkXkEyXkFqcGc@._V1_.jpg,"Mackenzie Crook, Gerard Horan, Toby Jones, Pearce Quigley, Laura Checkley, Divian Ladwa, Aimee-Ffion Edwards, and Orion Ben in Detectorists (2014)",Markdown,Image,2014,2022.0,YearRange,8.6,23526,RatingsSummary,1800.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The lives of two eccentric metal detectorists, who spend their days plodding along ploughed tracks and open fields, hoping to disturb the tedium by unearthing the fortune of a lifetime.",Markdown,Plot,vi3679633945,Video,,2.0,10.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
205,ChartTitleEdge,62,EpisodeConnection,Episodes,tt0278238,Samurai Jack,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Samurai Jack,TitleText,rm3045931009,1000,1500,https://m.media-amazon.com/images/M/MV5BNjU4ZmVhZGMtNTU4Yy00YmZhLTlmOGQtNGMwMTcwNTEyZjQ0XkEyXkFqcGc@._V1_.jpg,Phil LaMarr and Mako in Samurai Jack (2001),Markdown,Image,2001,2017.0,YearRange,8.5,62779,RatingsSummary,1380.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A samurai, sent through time, fights to return home and save the world.",Markdown,Plot,vi185251353,Video,,10.0,8.0,2001,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
206,ChartTitleEdge,309,EpisodeConnection,Episodes,tt2100976,Impractical Jokers,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Impractical Jokers,TitleText,rm711357441,1200,1778,https://m.media-amazon.com/images/M/MV5BYjViMmNjNWQtNGY1Ni00ODZmLTk5YTctNGY5YzM5NjM0NDQ3XkEyXkFqcGc@._V1_.jpg,"Sal Vulcano, Brian Quinn, and James Murray in Impractical Jokers (2011)",Markdown,Image,2011,,YearRange,8.6,48631,RatingsSummary,1800.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Reality-TV', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera.",Markdown,Plot,vi1038797081,Video,,15.0,12.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
207,ChartTitleEdge,18,EpisodeConnection,Episodes,tt3428912,Happy Valley,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Happy Valley,TitleText,rm1599573505,900,1199,https://m.media-amazon.com/images/M/MV5BNWEzMmI5YjgtMWE3Zi00Y2U4LWE0ODQtYjU4NGJjYzU0Nzc1XkEyXkFqcGc@._V1_.jpg,Sarah Lancashire in Happy Valley (2014),Markdown,Image,2014,2023.0,YearRange,8.5,68773,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Yorkshire-based crime drama centering on the personal and professional life of Police Sergeant Catherine Cawood.,Markdown,Plot,vi1940834073,Video,,29.0,4.0,2014,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
208,ChartTitleEdge,14,EpisodeConnection,Episodes,tt0187664,Spaced,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Spaced,TitleText,rm2738428160,1000,1426,https://m.media-amazon.com/images/M/MV5BNjcwN2JiOGUtNDJkNy00NjVmLWIyYzctZDU4YWFlNjRlZmJlXkEyXkFqcGc@._V1_.jpg,"Katy Carmichael, Julia Deakin, Nick Frost, Mark Heap, and Simon Pegg in Spaced (1999)",Markdown,Image,1999,2001.0,YearRange,8.5,59313,RatingsSummary,1500.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford.",Markdown,Plot,vi2764619033,Video,,24.0,9.0,1999,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
209,ChartTitleEdge,48,EpisodeConnection,Episodes,tt12343534,Jujutsu Kaisen,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Jujutsu Kaisen,TitleText,rm3273777409,2000,3000,https://m.media-amazon.com/images/M/MV5BNmI1MmYxNWQtY2E5NC00ZTlmLWIzZGEtNzM1YmE3NDA5NzhjXkEyXkFqcGc@._V1_.jpg,"Yûichi Nakamura, Asami Seto, Yuma Uchida, and Jun'ya Enoki in Jujutsu Kaisen (2020)",Markdown,Image,2020,,YearRange,8.5,145914,RatingsSummary,1440.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A boy swallows a cursed talisman - the finger of a demon - and becomes cursed himself. He enters a shaman's school to be able to locate the demon's other body parts and thus exorcise himself.,Markdown,Plot,vi2017247513,Video,,2.0,10.0,2020,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
210,ChartTitleEdge,10,EpisodeConnection,Episodes,tt0403778,Long Way Round,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Long Way Round,TitleText,rm662647296,1400,2164,https://m.media-amazon.com/images/M/MV5BMzI5MGJjODAtZjQzNy00MmU1LWE2MTAtNDM4NmFmNzNkZDFkXkEyXkFqcGc@._V1_.jpg,Ewan McGregor and Charley Boorman in Long Way Round (2004),Markdown,Image,2004,2010.0,YearRange,8.6,16111,RatingsSummary,2700.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Ewan McGregor and Charley Boorman embark on a grueling quest to motorbike from London to New York. Going east through Europe, Asia and then to Alaska, they experience different cultures and have to overcome the elements and adversity.",Markdown,Plot,vi3440753689,Video,,28.0,10.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
211,ChartTitleEdge,33,EpisodeConnection,Episodes,tt1442449,Spartacus,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Spartacus,TitleText,rm2890457089,689,1020,https://m.media-amazon.com/images/M/MV5BNTc4ZjlkNjUtOWZlMS00ODQ0LTg2MWUtMjBkNjMwOTJkOWZmXkEyXkFqcGc@._V1_.jpg,Andy Whitfield in Spartacus (2010),Markdown,Image,2010,2013.0,YearRange,8.5,264990,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The life of Spartacus, the gladiator who led a rebellion against the Romans. From his time as an ally of the Romans, to his betrayal and becoming a gladiator, to the rebellion he leads and its ultimate outcome.",Markdown,Plot,vi63290649,Video,,22.0,1.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
212,ChartTitleEdge,244,EpisodeConnection,Episodes,tt1710308,Regular Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Regular Show,TitleText,rm3524992001,736,1104,https://m.media-amazon.com/images/M/MV5BNDJlMGI1MDYtZDM0MS00NDYzLWIyMmUtZTY5MjY3MzJiN2QwXkEyXkFqcGc@._V1_.jpg,William Salyers and J.G. Quintel in Regular Show (2010),Markdown,Image,2010,2017.0,YearRange,8.5,64917,RatingsSummary,1380.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The surreal misadventures of two best friends - a blue jay and a raccoon - as they seek to liven up their mundane jobs as groundskeepers at the local park.,Markdown,Plot,vi24231193,Video,,6.0,9.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
213,ChartTitleEdge,220,EpisodeConnection,Episodes,tt0163507,Whose Line Is It Anyway?,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Whose Line Is It Anyway?,TitleText,rm1992950272,1200,1765,https://m.media-amazon.com/images/M/MV5BNjk5YmQ3YjYtYWM2My00MDQ3LTgxYTMtYzQ1ZjFlNDU4NDFjXkEyXkFqcGc@._V1_.jpg,"Drew Carey, Wayne Brady, Colin Mochrie, Greg Proops, and Ryan Stiles in Whose Line Is It Anyway? (1998)",Markdown,Image,1998,2007.0,YearRange,8.5,47810,RatingsSummary,1800.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Game-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audience perform various comic games and sketches.,Markdown,Plot,vi2624240665,Video,,5.0,8.0,1998,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
214,ChartTitleEdge,68,EpisodeConnection,Episodes,tt2244495,The Eric Andre Show,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Eric Andre Show,TitleText,rm1179524096,680,1000,https://m.media-amazon.com/images/M/MV5BZGY0OGMzYjItNjhkMy00NjZjLThlZTEtMTdlYWU0NzliZWNkXkEyXkFqcGc@._V1_.jpg,Eric André in The Eric Andre Show (2012),Markdown,Image,2012,,YearRange,8.5,23042,RatingsSummary,660.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Talk-Show', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim.",Markdown,Plot,vi2512505113,Video,,20.0,5.0,2012,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
215,ChartTitleEdge,37,EpisodeConnection,Episodes,tt5897304,Mob Psycho 100,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Mob Psycho 100,TitleText,rm374999041,2000,3000,https://m.media-amazon.com/images/M/MV5BYzU3NDM4ZjgtY2UyMi00YTczLTgyNDEtMjBiMDJlOGUxNjcxXkEyXkFqcGc@._V1_.jpg,"Takahiro Sakurai, Akio Ôtsuka, Miyu Irino, and Setsuo Ito in Mob Psycho 100 (2016)",Markdown,Image,2016,2022.0,YearRange,8.5,53466,RatingsSummary,1440.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"A psychic middle school boy tries to live a normal life and keep his growing powers under control, even though he constantly gets into trouble.",Markdown,Plot,vi2392440089,Video,,27.0,10.0,2018,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
216,ChartTitleEdge,92,EpisodeConnection,Episodes,tt1124373,Sons of Anarchy,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Sons of Anarchy,TitleText,rm3315033345,1509,2048,https://m.media-amazon.com/images/M/MV5BZWNiZjFiNGEtNGZmMS00YTBlLWJlNmQtZTA2NzEzZWE4ZGQyXkEyXkFqcGc@._V1_.jpg,"Ron Perlman, Jimmy Smits, Katey Sagal, Drea de Matteo, Mark Boone Junior, Dayton Callie, Kim Coates, Rockmond Dunbar, Tommy Flanagan, Charlie Hunnam, Ryan Hurst, William Lucking, Michael Ornstein, Emilio Rivera, Theo Rossi, McNally Sagal, Winter Ave Zoli, Niko Nicotera, Maggie Siff, David Labrava, Chris Reed, Ryder Londo, and Rusty Coones in Sons of Anarchy (2008)",Markdown,Image,2008,2014.0,YearRange,8.5,337222,RatingsSummary,2700.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Thriller', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A biker struggles to balance being a father and being involved in an outlaw motorcycle club.,Markdown,Plot,vi3839674649,Video,,3.0,9.0,2008,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
217,ChartTitleEdge,61,EpisodeConnection,Episodes,tt1492966,Louie,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Louie,TitleText,rm1858071809,1284,1712,https://m.media-amazon.com/images/M/MV5BMWI4NDMxNGMtZGUxOS00MjJkLWIxMmItZGE1ODNjMDFjYzZmXkEyXkFqcGc@._V1_.jpg,Louis C.K. in Louie (2010),Markdown,Image,2010,2015.0,YearRange,8.5,83864,RatingsSummary,1320.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"The life of Louie C.K., a divorced comedian living in New York with two kids.",Markdown,Plot,vi3957898521,Video,,29.0,6.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
218,ChartTitleEdge,18,EpisodeConnection,Episodes,tt4093826,Twin Peaks,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Twin Peaks,TitleText,rm95022849,1311,1967,https://m.media-amazon.com/images/M/MV5BZGU5OTQ2YzctZmE4Zi00OWI0LWJmMDQtNDcxYjJmODBjN2U1XkEyXkFqcGc@._V1_.jpg,Twin Peaks (2017),Markdown,Image,2017,2017.0,YearRange,8.5,81716,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Horror', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Picks up 25 years after the inhabitants of a quaint northwestern town are stunned when their homecoming queen is murdered.,Markdown,Plot,vi1972549913,Video,,21.0,5.0,2017,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
219,ChartTitleEdge,19,EpisodeConnection,Episodes,tt7120662,Derry Girls,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Derry Girls,TitleText,rm4023084800,960,1440,https://m.media-amazon.com/images/M/MV5BZjVhN2FhMzctZDlkMS00NTY3LWEyZmEtOTE5NDlkN2JkNDE3XkEyXkFqcGc@._V1_.jpg,"Nicola Coughlan, Louisa Harland, and Saoirse-Monica Jackson in Derry Girls (2018)",Markdown,Image,2018,2022.0,YearRange,8.5,67482,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The personal exploits of a 16-year-old girl and her family and friends during the Troubles in the early 1990s in Northern Ireland.,Markdown,Plot,vi911131417,Video,,21.0,12.0,2018,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
220,ChartTitleEdge,62,EpisodeConnection,Episodes,tt1513168,Through the Wormhole,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Through the Wormhole,TitleText,rm1649938176,680,1000,https://m.media-amazon.com/images/M/MV5BMGQyNDAzNGItZWM5MC00ZDAxLTg1YjItYzhkZmU5NGQzMWEzXkEyXkFqcGc@._V1_.jpg,Morgan Freeman in Through the Wormhole (2010),Markdown,Image,2010,2017.0,YearRange,8.6,19082,RatingsSummary,3600.0,Runtime,TV-PG,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there before the beginning? Are we really alone? Is there a creator? These questions have been pondered by the most exquisite minds of the human race.",Markdown,Plot,,,,9.0,6.0,2010,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
221,ChartTitleEdge,14,EpisodeConnection,Episodes,tt0290978,The Office,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,The Office,TitleText,rm1985018369,591,828,https://m.media-amazon.com/images/M/MV5BNTk4MjNjODctNDgyZC00NDhkLWE1OGQtMjA3M2FlMDVjMjkzXkEyXkFqcGc@._V1_.jpg,Ricky Gervais in The Office (2001),Markdown,Image,2001,2003.0,YearRange,8.5,127523,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily lives.,Markdown,Plot,vi1694612761,Video,,23.0,1.0,2003,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
222,ChartTitleEdge,26,EpisodeConnection,Episodes,tt0112159,Neon Genesis Evangelion,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Shinseiki Evangelion,TitleText,rm1822823681,425,600,https://m.media-amazon.com/images/M/MV5BZjZjZGI3ZDQtODNmZC00NjE0LTlmYTUtOTljMWI2YjNmMTQ0XkEyXkFqcGc@._V1_.jpg,"Megumi Hayashibara, Kotono Mitsuishi, Yûko Miyamura, Megumi Ogata, Fumihiko Tachiki, and Yuriko Yamaguchi in Neon Genesis Evangelion (1995)",Markdown,Image,1995,1996.0,YearRange,8.5,95159,RatingsSummary,1440.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Animation', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,A teenage boy finds himself recruited as a member of an elite team of pilots by his father.,Markdown,Plot,vi1986576153,Video,,20.0,8.0,1997,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
223,ChartTitleEdge,106,EpisodeConnection,Episodes,tt0290988,Trailer Park Boys,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Trailer Park Boys,TitleText,rm2293178112,571,800,https://m.media-amazon.com/images/M/MV5BOTA0NTAwMTc1MF5BMl5BanBnXkFtZTgwODk2NjY0ODE@._V1_.jpg,Trailer Park Boys (2001),Markdown,Image,2001,2018.0,YearRange,8.5,53847,RatingsSummary,1800.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Comedy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Crime', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Three petty felons have a documentary made about their life in a trailer park.,Markdown,Plot,vi360823833,Video,,20.0,4.0,2004,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
224,ChartTitleEdge,6,EpisodeConnection,Episodes,tt1758429,Spartacus: Gods of the Arena,TitleText,tvMiniSeries,TV Mini Series,True,TV Mini Series,Markdown,DisplayableTitleTypeProperty,TitleType,Spartacus: Gods of the Arena,TitleText,rm3238246912,333,500,https://m.media-amazon.com/images/M/MV5BMTYyMjI4NzYxOF5BMl5BanBnXkFtZTcwNTUwMTc1NA@@._V1_.jpg,Dustin Clare in Spartacus: Gods of the Arena (2011),Markdown,Image,2011,2011.0,YearRange,8.5,149430,RatingsSummary,3600.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Adventure', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Biography', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"In the time before the arrival of Spartacus, the House of Batiatus faces many challenges from competitors, and within its own household.",Markdown,Plot,vi226737433,Video,,21.0,1.0,2011,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
225,ChartTitleEdge,30,EpisodeConnection,Episodes,tt20859920,Alchemy of Souls,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Hwan Hon,TitleText,rm1107629569,900,1297,https://m.media-amazon.com/images/M/MV5BOGFhNGQzMWUtZWJhNi00NGZiLTg1MjEtMTQzZmU4Njg2MWRhXkEyXkFqcGc@._V1_.jpg,Jung So-min and Lee Jae-wook in Alchemy of Souls (2022),Markdown,Image,2022,2023.0,YearRange,8.7,22049,RatingsSummary,4800.0,Runtime,TV-14,Certificate,True,CanRate,"[{'genre': {'text': 'Action', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Drama', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Fantasy', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,"Set in a fictional country called Daeho, it is about the love and growth of young mages as they overcome their twisted fates due to a forbidden magic spell known as the ""alchemy of souls"", which allows souls to switch bodies.",Markdown,Plot,vi316982553,Video,,18.0,6.0,2022,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
226,ChartTitleEdge,70,EpisodeConnection,Episodes,tt8289930,Formula 1: Drive to Survive,TitleText,tvSeries,TV Series,True,TV Series,Markdown,DisplayableTitleTypeProperty,TitleType,Formula 1: Drive to Survive,TitleText,rm688155904,284,398,https://m.media-amazon.com/images/M/MV5BNTkyYzhiYzctZGRiOC00ODM1LTg0MDQtYzVmMzcyNTI5MDEwXkEyXkFqcGc@._V1_.jpg,Carlos Sainz in Formula 1: Drive to Survive (2019),Markdown,Image,2019,,YearRange,8.5,54624,RatingsSummary,2400.0,Runtime,TV-MA,Certificate,True,CanRate,"[{'genre': {'text': 'Documentary', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}, {'genre': {'text': 'Sport', '__typename': 'GenreItem'}, '__typename': 'TitleGenre'}]",TitleGenres,True,Docuseries following the FIA Formula One World Championship across multiple seasons.,Markdown,Plot,vi326682905,Video,,8.0,3.0,2019,ReleaseDate,released,Released,ProductionStage,ProductionStatusDetails,Title,,,
